x,underlying,y
-0.5097549,5.0126853,5.3947353
-0.5087544,5.020052,5.8657637
-0.5077539,5.0275292,4.6817555
-0.5067534,5.0351157,5.267817
-0.50575286,5.0428123,4.7752585
-0.5047524,5.050616,4.3047767
-0.5037519,5.0585303,4.920807
-0.50275135,5.066551,5.1674304
-0.5017509,5.074681,5.260801
-0.50075036,5.082919,4.964528
-0.49974987,5.091263,4.4663315
-0.49874938,5.099715,5.2620378
-0.49774888,5.1082706,5.1995583
-0.49674836,5.1169357,4.7736325
-0.49574786,5.125705,4.879452
-0.49474737,5.1345787,4.93869
-0.49374688,5.1435585,6.010863
-0.49274635,5.1526413,5.11365
-0.49174586,5.161829,4.700591
-0.49074537,5.1711206,6.007684
-0.48974487,5.1805143,5.9794936
-0.48874435,5.190011,4.4099374
-0.48774385,5.199611,4.8911858
-0.48674336,5.2093124,5.626314
-0.48574287,5.2191153,5.789423
-0.48474234,5.2290196,5.4587293
-0.48374185,5.239024,5.9122643
-0.48274136,5.2491293,5.560735
-0.48174086,5.2593355,4.459612
-0.48074034,5.26964,5.4647336
-0.47973984,5.2800436,6.5140452
-0.47873935,5.2905464,5.492741
-0.47773886,5.3011465,5.400856
-0.47673833,5.311845,5.83005
-0.47573784,5.3226404,5.4690557
-0.47473735,5.333533,5.730334
-0.47373685,5.3445215,4.5113053
-0.47273633,5.3556075,5.00614
-0.47173584,5.366788,4.5355573
-0.47073534,5.378063,5.275456
-0.46973485,5.389434,5.4657187
-0.46873432,5.4008994,4.3995595
-0.46773383,5.412458,6.2523003
-0.46673334,5.4241085,4.994613
-0.46573284,5.435853,5.810588
-0.46473232,5.44769,4.9239225
-0.46373186,5.4596186,4.5973887
-0.46273136,5.4716387,5.2560368
-0.46173087,5.48375,6.1372247
-0.46073034,5.4959517,4.7680798
-0.45972985,5.5082436,5.7390366
-0.45872936,5.520625,5.3906827
-0.45772886,5.533096,5.3942695
-0.45672834,5.5456543,5.575985
-0.45572785,5.558302,5.3246264
-0.45472735,5.5710363,5.2722754
-0.45372686,5.583859,5.3959875
-0.45272633,5.5967684,5.9175572
-0.45172584,5.609762,6.5491624
-0.45072535,5.6228437,4.8627973
-0.44972485,5.636009,5.3837156
-0.44872433,5.649261,5.708372
-0.44772384,5.6625957,5.699299
-0.44672334,5.676015,5.7164717
-0.44572285,5.689516,6.52448
-0.44472232,5.7031016,4.786889
-0.44372183,5.716769,5.515529
-0.44272134,5.7305174,6.2459917
-0.44172084,5.744347,5.596516
-0.44072032,5.758259,5.5948186
-0.43971986,5.7722487,4.360482
-0.43871936,5.7863193,5.781238
-0.43771887,5.800469,5.0110693
-0.43671834,5.814698,5.8651147
-0.43571785,5.8290043,4.9269304
-0.43471736,5.8433895,5.576457
-0.43371686,5.857851,6.5921993
-0.43271634,5.87239,5.6979175
-0.43171585,5.887002,6.1874366
-0.43071535,5.901693,6.3810935
-0.42971486,5.916457,5.7092752
-0.42871433,5.9312973,5.9053693
-0.42771384,5.946211,5.116523
-0.42671335,5.9611955,6.6779304
-0.42571285,5.9762554,6.5168543
-0.42471233,5.9913883,6.0576186
-0.42371184,6.006592,5.8086987
-0.42271134,6.0218673,6.0162125
-0.42171085,6.0372114,6.0432506
-0.42071033,6.052629,5.7496414
-0.41970983,6.0681148,6.2186904
-0.41870934,6.083669,6.2833996
-0.41770884,6.099292,5.565601
-0.41670832,6.1149836,5.6038723
-0.41570783,6.130742,5.653673
-0.41470733,6.146567,5.9549737
-0.41370684,6.162459,5.3586025
-0.41270632,6.178417,6.6784673
-0.41170582,6.19444,6.1837716
-0.41070533,6.2105274,6.6361914
-0.40970483,6.226679,5.9584084
-0.4087043,6.242894,6.6685824
-0.40770382,6.2591724,6.9690104
-0.40670332,6.2755136,6.7535553
-0.40570283,6.291917,6.183519
-0.4047023,6.3083806,6.0737405
-0.4037018,6.324905,6.046731
-0.40270132,6.34149,5.762699
-0.40170082,6.3581343,6.083923
-0.4007003,6.374839,6.666755
-0.39969984,6.391599,6.4318414
-0.39869934,6.408419,5.710473
-0.39769885,6.425296,5.307025
-0.39669833,6.4422297,5.607776
-0.39569783,6.459219,7.0780077
-0.39469734,6.476265,6.2041774
-0.39369684,6.4933653,6.170582
-0.39269632,6.51052,6.67908
-0.39169583,6.5277295,6.703872
-0.39069533,6.5449915,6.591725
-0.38969484,6.5623055,7.050594
-0.38869432,6.579673,7.9226193
-0.38769382,6.59709,6.7655034
-0.38669333,6.614559,6.5519767
-0.38569283,6.632079,6.096439
-0.3846923,6.6496477,5.455237
-0.38369182,6.667266,6.31784
-0.38269132,6.6849318,6.728718
-0.38169083,6.702646,6.7888923
-0.3806903,6.720409,6.49502
-0.3796898,6.7382164,7.6341224
-0.37868932,6.7560706,6.360841
-0.37768883,6.7739716,5.9320164
-0.3766883,6.791917,7.055847
-0.37568784,6.8099055,6.361157
-0.37468734,6.8279376,6.4439244
-0.37368685,6.8460145,7.274529
-0.37268633,6.864133,6.472595
-0.37168583,6.8822927,7.1176877
-0.37068534,6.9004955,7.083886
-0.36968485,6.9187384,7.0857964
-0.36868432,6.9370213,6.230763
-0.36768383,6.955343,7.398488
-0.36668333,6.973704,7.244411
-0.36568284,6.9921036,6.783477
-0.36468232,7.01054,7.0126104
-0.36368182,7.029014,7.0081444
-0.36268133,7.0475235,7.098911
-0.36168084,7.0660696,7.2572923
-0.3606803,7.084652,6.892474
-0.35967982,7.1032677,7.3222384
-0.35867932,7.1219187,7.7306385
-0.35767883,7.140601,7.366884
-0.3566783,7.1593184,6.963903
-0.3556778,7.178066,8.222167
-0.35467732,7.196846,6.77555
-0.35367683,7.2156568,7.170864
-0.3526763,7.234498,6.697818
-0.3516758,7.2533684,6.780845
-0.3506753,7.2722673,6.9758105
-0.34967482,7.2911954,6.43592
-0.3486743,7.3101516,6.8826623
-0.3476738,7.3291345,8.058065
-0.3466733,7.348143,7.577374
-0.34567282,7.367178,7.426563
-0.3446723,7.3862386,7.9350667
-0.3436718,7.405324,7.3221583
-0.3426713,7.4244337,7.4417396
-0.3416708,7.4435663,6.9518685
-0.3406703,7.4627213,7.6590333
-0.3396698,7.4818997,8.197505
-0.3386693,7.5010986,6.2623644
-0.3376688,7.520319,7.0871983
-0.33666828,7.53956,7.477436
-0.33566782,7.558819,7.1376276
-0.33466733,7.5780973,8.155682
-0.33366683,7.5973964,8.089536
-0.3326663,7.6167116,7.8925505
-0.3316658,7.636044,7.6266546
-0.33066532,7.655392,8.277894
-0.32966483,7.674757,8.192672
-0.3286643,7.694138,7.446488
-0.3276638,7.713533,7.7514186
-0.32666332,7.732941,7.9747796
-0.32566282,7.7523623,8.036943
-0.3246623,7.7717977,7.1410294
-0.3236618,7.791245,8.349036
-0.3226613,7.8107038,7.798159
-0.32166082,7.8301735,7.4862156
-0.3206603,7.8496523,7.7989697
-0.3196598,7.8691416,8.024692
-0.3186593,7.8886395,7.916612
-0.3176588,7.908146,7.819065
-0.3166583,7.92766,7.209512
-0.3156578,7.9471807,8.808367
-0.3146573,7.966708,8.189544
-0.3136568,7.9862413,8.101525
-0.31265628,8.00578,7.8719525
-0.31165582,8.025323,7.8955326
-0.31065533,8.044869,7.8883815
-0.30965483,8.06442,7.6671014
-0.3086543,8.083973,7.733653
-0.3076538,8.103528,8.014355
-0.30665332,8.123084,8.16947
-0.30565283,8.14264,7.4554415
-0.3046523,8.162198,8.767951
-0.3036518,8.181754,8.03499
-0.30265132,8.20131,8.5671835
-0.30165082,8.220863,8.667766
-0.3006503,8.240415,8.779011
-0.2996498,8.259963,8.812989
-0.2986493,8.279508,8.231079
-0.29764882,8.299047,8.052382
-0.2966483,8.3185835,8.47931
-0.2956478,8.338113,8.197974
-0.2946473,8.357636,8.830583
-0.2936468,8.377153,7.8732104
-0.2926463,8.396663,8.633264
-0.2916458,8.416164,8.272356
-0.2906453,8.435657,7.505589
-0.2896448,8.455139,9.417196
-0.28864428,8.474613,8.7195
-0.2876438,8.494076,8.873842
-0.2866433,8.513527,8.08908
-0.2856428,8.532967,8.158887
-0.28464228,8.552395,8.847877
-0.2836418,8.571808,8.317765
-0.2826413,8.591208,8.233641
-0.2816408,8.610595,8.980955
-0.28064027,8.629967,8.551251
-0.27963978,8.6493225,8.824572
-0.2786393,8.668661,9.508101
-0.2776388,8.6879835,9.317116
-0.27663827,8.707289,9.130005
-0.27563778,8.726577,8.746843
-0.27463728,8.745845,8.700652
-0.2736368,8.765094,8.498917
-0.27263626,8.784323,8.506284
-0.2716358,8.803532,8.673261
-0.2706353,8.822719,8.520396
-0.2696348,8.841885,8.887144
-0.2686343,8.861028,8.93596
-0.2676338,8.880148,8.231255
-0.2666333,8.899245,8.542578
-0.2656328,8.918318,8.876828
-0.26463228,8.9373665,8.837274
-0.2636318,8.9563875,9.209655
-0.2626313,8.975384,8.640571
-0.2616308,8.994353,8.915985
-0.26063028,9.013296,8.930238
-0.2596298,9.03221,9.424323
-0.2586293,9.051096,8.398916
-0.2576288,9.069952,8.478049
-0.25662827,9.088779,8.878477
-0.25562778,9.107576,9.213811
-0.2546273,9.126343,9.422312
-0.2536268,9.145076,8.412101
-0.25262627,9.163778,9.247612
-0.25162578,9.182448,9.020892
-0.25062528,9.201084,8.218231
-0.24962477,9.219686,9.014401
-0.24862428,9.238254,9.244361
-0.24762379,9.256786,9.420147
-0.2466233,9.275282,9.813505
-0.24562278,9.293743,8.534013
-0.24462229,9.312166,9.875437
-0.24362178,9.330552,9.560151
-0.24262129,9.3489,8.639009
-0.24162078,9.367209,9.351961
-0.24062029,9.385479,9.818017
-0.23961979,9.403708,9.723263
-0.2386193,9.421898,9.117464
-0.23761879,9.440046,9.244637
-0.2366183,9.458153,10.405023
-0.23561779,9.476217,10.760511
-0.2346173,9.49424,9.502845
-0.23361678,9.5122175,10.329527
-0.23261629,9.530151,9.223106
-0.23161578,9.548041,9.446499
-0.23061529,9.565886,9.585826
-0.22961478,9.583685,10.0067625
-0.22861429,9.601438,9.903692
-0.22761378,9.6191435,11.289069
-0.22661328,9.636801,9.712021
-0.22561277,9.654411,9.474926
-0.22461228,9.671973,9.701792
-0.22361177,9.689486,9.978976
-0.22261128,9.706948,9.380929
-0.22161077,9.724361,9.628383
-0.22061028,9.741722,10.37102
-0.21960977,9.759033,10.865275
-0.21860927,9.776291,9.145936
-0.21760876,9.793497,10.094634
-0.21660827,9.81065,9.517388
-0.21560778,9.827748,9.555897
-0.21460728,9.844793,9.955716
-0.21360677,9.861782,10.536789
-0.21260628,9.878717,10.302391
-0.21160577,9.895596,10.382403
-0.21060528,9.912417,9.604404
-0.20960477,9.929184,10.724296
-0.20860428,9.945891,9.705974
-0.20760378,9.96254,9.561109
-0.20660329,9.979132,10.872151
